original_link,city,colleges,addresses,title,company,resumes,link,location,lastnames,firstnames,preview,type,zipcodes
http://jobview.monster.com/Retail-Customer-Service-Representative-bilingual-English-Korean-Flushing-NY-Job-Flushing-NY-US-166996289.aspx?mescoid=4300715001001&jobPosition=17,New York,"[3, 1, 0, 2]","[12, 2, 3, 8]","

Retail Customer Service Representative (bilingual English-Korean) - Flushing, NY

","
UnitedHealth Group
  ","[4, 0, 6, 1]",http://jobview.monster.com/Retail-Customer-Service-Representative-bilingual-English-Korean-Flushing-NY-Job-Flushing-NY-US-166996289.aspx,"


Flushing
        ,NY

 ","[6, 1, 5, 7]","[7, 1, 4, 2]","
                                Description:

Position Description:Great sales are the result of strong purpose, conviction and pride - pride in your ability and your product. UnitedHealth Group offers a portfolio of products that are greatly improving the life of others. Bring al......
                            ",Retail,"[7, 5, 11, 14]"
http://jobview.monster.com/Photography-Retail-Street-Team-Job-Manhattan-NY-US-167037364.aspx?mescoid=4100671001001&jobPosition=18,New York,"[1, 0, 3, 2]","[0, 10, 18, 2]","

Photography Retail Street Team

","
Elementem Photography
 ","[3, 4, 1, 7]",http://jobview.monster.com/Photography-Retail-Street-Team-Job-Manhattan-NY-US-167037364.aspx,"


Manhattan
        ,NY


 ","[1, 4, 0, 5]","[3, 2, 4, 7]","
                                Elementem Photography (elementem.com) is hiring a young, passionate Street Team Salesperson to join our team in building an incredible company.


Since 2010, we've been making beautiful photography prints that we sell at pop-up shops, street fairs, ......
                            ",Retail,"[15, 17, 7, 16]"
http://jobview.monster.com/Retail-Sales-Job-Mamaroneck-NY-US-161786700.aspx?mescoid=4100671001001&jobPosition=19,New York,"[1, 3, 2, 0]","[17, 0, 4, 11]","

Retail Sales

","
DKM Family Enterprises, Inc
 ","[0, 1, 4, 5]",http://jobview.monster.com/Retail-Sales-Job-Mamaroneck-NY-US-161786700.aspx,"


Mamaroneck
        ,NY


 ","[2, 4, 0, 1]","[4, 1, 7, 0]","
                                About the Job

We are a small fast growing company specializing in the retail sale of residential and commercial window treatments and custom draperies.  We have a customer focused culture and seek to provide the very best products and service to en......
                            ",Retail,"[8, 9, 15, 16]"
http://jobview.monster.com/Store-Manager-Bench-Babies-R-Us-Woodbridge-NJ-Area-Job-Iselin-NJ-US-165825172.aspx?mescoid=1101116002005&jobPosition=20,New York,"[0, 1, 2, 3]","[2, 11, 8, 14]","

Store Manager - Bench - Babies R Us - Woodbridge, NJ Area

","
Toys""R""Us, Inc.
  ","[6, 4, 2, 7]",http://jobview.monster.com/Store-Manager-Bench-Babies-R-Us-Woodbridge-NJ-Area-Job-Iselin-NJ-US-165825172.aspx,"


Iselin
        ,NJ


 ","[3, 7, 1, 6]","[6, 0, 4, 1]","
                                Job Summary
 


Provides guidance and direction to the store team in the areas of guest satisfaction, team/associate development, merchandising, inventory, cash control, human resources, safety, loss prevention and expense control, so that the store......
                            ",Retail,"[18, 6, 5, 17]"
http://jobview.monster.com/store-manager-in-specialty-retail-%E2%80%93-apparel-job-central-valley-ny-us-166035350.aspx?jobPosition=21,New York,"[3, 2, 1, 0]","[15, 11, 5, 2]","

Store Manager in Specialty Retail  Apparel

","
Management Recruiters of Indianapolis - North
 ","[1, 2, 7, 6]",http://jobview.monster.com/store-manager-in-specialty-retail-%E2%80%93-apparel-job-central-valley-ny-us-166035350.aspx,"


Central Valley
        ,NY

 ","[5, 4, 6, 0]","[6, 4, 5, 0]","
                                3634ANM Store Manager in Specialty Retail  Apparel Salary Level: $50,000-$60,000 Plus Great Bonus and Benefits Location: Central Valley, NY Our team is looking to hire top talent in Store Leadership! The company we are working with is experiencing an amazing amount of growth, and this position could lead to upward mobility within the brand. They pride themselves on company culture, work/life bala...
                            ",Retail,"[18, 13, 6, 16]"
http://jobview.monster.com/assistant-store-manager-in-specialty-retail-%E2%80%93-apparel-job-central-valley-ny-us-166035490.aspx?jobPosition=22,New York,"[2, 3, 0, 1]","[15, 18, 0, 8]","

Assistant Store Manager in Specialty Retail  Apparel

","
Management Recruiters of Indianapolis - North
 ","[4, 2, 5, 7]",http://jobview.monster.com/assistant-store-manager-in-specialty-retail-%E2%80%93-apparel-job-central-valley-ny-us-166035490.aspx,"


Central Valley
        ,NY

 ","[4, 5, 6, 3]","[8, 6, 3, 2]","
                                3637ANM Assistant Store Manager in Specialty Retail  Apparel Salary Level: $40,000-$50,000 Plus Great Bonus and Benefits Location: Central Valley, NY Our team is looking to hire top talent in Store Leadership! The company we are working with is experiencing an amazing amount of growth, and this position could lead to upward mobility within the brand. They pride themselves on company culture, work...
                            ",Retail,"[1, 12, 17, 0]"
http://jobview.monster.com/retail-sales-rep-sprint-job-boca-raton-fl-us-166229914.aspx?jobPosition=23,New York,"[3, 1, 0, 2]","[15, 4, 8, 10]","

Retail Sales Rep - Sprint

","
2020 Communications LTD
 ","[6, 3, 1, 0]",http://jobview.monster.com/retail-sales-rep-sprint-job-boca-raton-fl-us-166229914.aspx,"


Boca Raton
        ,FL


 ","[8, 4, 7, 3]","[6, 7, 0, 2]","
                                Retail Sales Representative - Sprint 2020 Companies has partnered with Sprint in RadioShack to offer cutting-edge wireless phones and service in your neighborhood. We need Part Time and Full-Time Entry-Level Retail Sales Representatives. No experience necessary but preferred; we will train you. Sprint's philosophy is ""better together."" That applies to Sprint, their partner RadioShack, its customer...
                            ",Retail,"[3, 12, 18, 1]"
http://jobview.monster.com/store-manager-in-specialty-retail-%E2%80%93-accessories-job-us-166906513.aspx?jobPosition=24,New York,"[2, 0, 3, 1]","[12, 17, 14, 13]","

Store Manager in Specialty Retail  Accessories

","
Management Recruiters of Indianapolis - North
 ","[7, 1, 3, 4]",http://jobview.monster.com/store-manager-in-specialty-retail-%E2%80%93-accessories-job-us-166906513.aspx,"
Multiple Locations
","[7, 1, 6, 2]","[0, 2, 1, 3]","
                                3664ANM Store Manager in Specialty Retail  Accessories Salary Level: $60,000-$75,000 Plus Great Bonus and Benefits Locations Available: Toronto, Canada New York, NY Buffalo, NY Los Angeles, CA Our team is looking to hire top talent in Store Leadership! The company we are working with is experiencing an amazing amount of growth, and this position could lead to upward mobility within the brand. The...
                            ",Retail,"[6, 16, 12, 7]"
http://jobview.monster.com/asm-merchandising-the-shops-atlas-park-435-job-glendale-ny-us-166229976.aspx?jobPosition=25,New York,"[2, 1, 0, 3]","[4, 18, 16, 5]","

ASM, Merchandising - The Shops @ Atlas Park - #435

","
Forever21 Retail, Inc
 ","[3, 1, 6, 7]",http://jobview.monster.com/asm-merchandising-the-shops-atlas-park-435-job-glendale-ny-us-166229976.aspx,"


Glendale
        ,NY

 ","[3, 1, 5, 4]","[8, 3, 5, 4]","
                                Job Description : Position: Assistant Store Manager, Merchandising Department: Remote  Store Operations Reports to: Store Manager Direct Reports: Yes FLSA Status: Non-Exempt Location: Job Purpose: The Assistant Manager, Merchandising provides leadership and direction to the store merchandising team. Through creating long-term strategies and leading company initiatives, the Assistant Manager ensur...
                            ",Retail,"[18, 14, 4, 13]"
http://jobview.monster.com/Retail-Store-Sales-Associate-Job-Menlo-Park-NJ-US-166895213.aspx?mescoid=4100671001001&jobPosition=1,New York,"[0, 1, 3, 2]","[16, 17, 18, 10]","

Retail Store Sales Associate

","
Jos. A. Bank Clothiers
 ","[0, 5, 6, 3]",http://jobview.monster.com/Retail-Store-Sales-Associate-Job-Menlo-Park-NJ-US-166895213.aspx,"


Menlo Park
        ,NJ


 ","[4, 6, 2, 3]","[1, 4, 7, 8]","
                                Jos. A. Bank Clothiers is looking for talented Retail Store Sales Associates that have a passion for clothing, while providing exceptional customer service, and driving retail sales.  Our Store Sales Associates are you are expected to maximize sales......
                            ",Retail,"[2, 15, 18, 6]"
http://job-openings.monster.com/monster/d0c3d07b-9104-44f4-8df6-4eb932477e1d?mescoid=1100009001001&jobPosition=2,New York,"[1, 3, 0, 2]","[11, 16, 4, 10]","

Sr. Regional and Retail Communications Manager

","
T-Mobile
 ","[7, 3, 4, 6]",http://job-openings.monster.com/monster/d0c3d07b-9104-44f4-8df6-4eb932477e1d,"


New York
        ,NY

 ","[7, 8, 1, 6]","[8, 6, 1, 4]","
                                As America's Un-carrier, T-Mobile US, Inc. (NYSE: TMUS) is redefining the way consumers and businesses buy wireless services through leading product and service innovation. The company's advanced nationwide 4G and 4G LTE network delivers outstanding......
                            ",Retail,"[17, 8, 2, 7]"
http://jobview.monster.com/Store-Manager-163-NY-Union-Square-Job-New-York-NY-US-166165439.aspx?mescoid=1101116002005&jobPosition=3,New York,"[2, 3, 0, 1]","[8, 4, 11, 3]","

Store Manager #163 NY Union Square

","
Forever21 Retail, Inc
 ","[7, 2, 1, 0]",http://jobview.monster.com/Store-Manager-163-NY-Union-Square-Job-New-York-NY-US-166165439.aspx,"


New York
        ,NY

 ","[0, 6, 4, 1]","[1, 5, 7, 2]","
                                Job Description :
  

    Position: Store Manager  

    Job Purpose: The Store Manager (SM) provides leadership and direction to the entire store team. The SM oversees all aspects of store performance through sales management, operational and perso......
                            ",Retail,"[1, 2, 3, 9]"
http://jobview.monster.com/Mens-clothing-retail-store-sales-professional-Job-New-York-City-NY-US-162457176.aspx?mescoid=4100671001001&jobPosition=4,New York,"[0, 2, 3, 1]","[9, 13, 17, 14]","

Mens clothing retail store sales professional

","
Bestall Shirt Makers
 ","[5, 0, 1, 4]",http://jobview.monster.com/Mens-clothing-retail-store-sales-professional-Job-New-York-City-NY-US-162457176.aspx,"


New York City
        ,NY


 ","[7, 1, 0, 5]","[1, 3, 6, 4]","
                                 Greet customers as they enter the store and determine their needs and wants Answer telephone calls, convey messages, and reply e-mails Respond to product and company related questions Direct and accompany customers to the appropriate shelf Pro......
                            ",Retail,"[18, 11, 8, 12]"
http://jobview.monster.com/Men's-Locker-Floor-Retail-Manager-Job-Manhattan-NY-US-166907399.aspx?mescoid=4100665001001&jobPosition=5,New York,"[0, 1, 3, 2]","[6, 8, 14, 4]","

Men's Locker Floor Retail Manager

","
New York Athletic Club
 ","[5, 2, 3, 0]",http://jobview.monster.com/Men's-Locker-Floor-Retail-Manager-Job-Manhattan-NY-US-166907399.aspx,"


Manhattan
        ,NY


 ","[6, 3, 2, 4]","[3, 0, 1, 7]","
                                The prestigious New York Athletic Club, one of the world's premier private clubs, located on Central Park South in Manhattan is seeking a full-time Men's Locker Floor Retail Manager. The ideal candidate will be responsible for the following:
 To pr......
                            ",Retail,"[17, 10, 9, 5]"
http://jobview.monster.com/Manager-GIT-Business-Solutions-%E2%80%93-Retail-Systems-Job-Paramus-NJ-US-166207008.aspx?mescoid=4100671001001&jobPosition=6,New York,"[0, 1, 2, 3]","[12, 11, 0, 15]","

Manager, GIT Business Solutions  Retail Systems

","
Movado Group Inc.
 ","[2, 5, 1, 4]",http://jobview.monster.com/Manager-GIT-Business-Solutions-%E2%80%93-Retail-Systems-Job-Paramus-NJ-US-166207008.aspx,"


Paramus
        ,NJ


 ","[3, 6, 2, 5]","[0, 3, 4, 2]","
                                At Movado Group, we are committed to building the strongest brands in the industry - and we are passionate about what we do. Our people are fueled by a creative spirit and a drive for excellence that are reflected in every aspect of our business. We......
                            ",Retail,"[16, 15, 4, 17]"
http://jobview.monster.com/Senior-Retail-Manager-Job-New-York-City-NY-US-165828374.aspx?mescoid=4100665001001&jobPosition=7,New York,"[2, 3, 0, 1]","[5, 9, 11, 17]","

Senior Retail Manager

","
The Lobster Place
 ","[0, 6, 5, 3]",http://jobview.monster.com/Senior-Retail-Manager-Job-New-York-City-NY-US-165828374.aspx,"


New York City
        ,NY


 ","[8, 1, 7, 0]","[7, 3, 0, 6]","
                                About Us:

Established in 1974 and located in the heart of Chelsea Market, The Lobster Place Seafood Market is the largest retail seafood market on the east coast, offering an unparalleled selection of finfish, shellfish, smoked fish, lobster and ot......
                            ",Retail,"[15, 7, 6, 10]"
http://jobview.monster.com/SAP-IS-Retail-Architect-Job-Teaneck-NJ-US-166596922.aspx?mescoid=1500138001001&jobPosition=8,New York,"[1, 0, 3, 2]","[10, 14, 4, 0]","

SAP IS Retail Architect

","
Cognizant
 ","[6, 2, 4, 3]",http://jobview.monster.com/SAP-IS-Retail-Architect-Job-Teaneck-NJ-US-166596922.aspx,"


Teaneck
        ,NJ


 ","[3, 4, 0, 7]","[5, 6, 4, 8]","
                                SAP IS Retail Architect  

   

Cognizants SAP Business Unit is seeking a talented SAP IS Retail Architect to join its growing organization. We are looking for individuals in any major city across USA who are willing to be traveling executive consu......
                            ",Retail,"[2, 14, 15, 5]"
http://jobview.monster.com/Accounts-Payable-Manager-Retail-Leader-Job-New-York-NY-US-121439077.aspx?mescoid=4300692001001&jobPosition=9,New York,"[1, 3, 2, 0]","[11, 18, 12, 5]","

Accounts Payable Manager-Retail Leader

","
Parker and Lynch
 ","[5, 6, 7, 1]",http://jobview.monster.com/Accounts-Payable-Manager-Retail-Leader-Job-New-York-NY-US-121439077.aspx,"


New York
        ,NY


 ","[4, 3, 1, 6]","[3, 8, 4, 0]","
                                This renowned retail firm is looking for an Accounts Payable Manager. The Accounts Payable professional will be responsible for reviewing a reporting package - aging reports, un-invoiced receipts report etc. Closing on a weekly and at-month end the ......
                            ",Retail,"[8, 17, 6, 2]"
http://jobview.monster.com/Senior-Retail-Accounting-Manager-Job-Rochelle-Park-NJ-US-166472180.aspx?mescoid=1100014001001&jobPosition=10,New York,"[3, 0, 2, 1]","[8, 12, 17, 9]","

Senior (Retail) Accounting Manager

","
Just Retail Services, Inc.
 ","[2, 4, 0, 6]",http://jobview.monster.com/Senior-Retail-Accounting-Manager-Job-Rochelle-Park-NJ-US-166472180.aspx,"


Rochelle Park
        ,NJ


 ","[0, 8, 3, 6]","[8, 6, 4, 1]","
                                This individual will be responsible for a variety of tasks related to maintaining the general ledger activity for select retail locations as well as operating in and maintaining various subsystems to support retail operations.  While this position w......
                            ",Retail,"[16, 13, 9, 5]"
http://jobview.monster.com/Retail-Inventory-Manager-Job-Union-NJ-US-166325090.aspx?mescoid=1100025001001&jobPosition=11,New York,"[0, 1, 3, 2]","[7, 17, 14, 3]","

Retail Inventory Manager

","
WIS International
 ","[4, 6, 3, 5]",http://jobview.monster.com/Retail-Inventory-Manager-Job-Union-NJ-US-166325090.aspx,"


Union
        ,NJ


 ","[7, 1, 6, 4]","[0, 7, 3, 8]","
                                WIS International offers entry-level and experienced management opportunities for professionals driven to establish their career with a growing international company.  We offer unlimited growth potential!  Our goal is to hire leaders that can learn ......
                            ",Retail,"[13, 14, 16, 2]"
http://jobview.monster.com/Retail-Accountant-Job-New-York-City-NY-US-166226655.aspx?mescoid=4100671001001&jobPosition=12,New York,"[3, 2, 0, 1]","[16, 4, 2, 13]","

Retail Accountant

","
In Job Spa
 ","[2, 0, 6, 5]",http://jobview.monster.com/Retail-Accountant-Job-New-York-City-NY-US-166226655.aspx,"


New York City
        ,NY


 ","[0, 4, 7, 1]","[6, 7, 4, 0]","
                                COMPANY DESCRIPTION: On behalf of our Client, one of the most sought out luxury brands with headquarters in Italy and stores throughout the United States ,  In Job New York is seeking an Accountant for their New York City office.  

Job Role: The Ac......
                            ",Retail,"[0, 2, 14, 3]"
http://jobview.monster.com/FASHION-SALES-COORDINATOR-NYC-CHILDRENSWEAR-W-RETAIL-LINK-WAL-MART-TO-75K-ALSO-HOME-TEXTILES-50K-Job-New-York-NY-US-166310985.aspx?mescoid=4100671001001&jobPosition=13,New York,"[0, 2, 1, 3]","[3, 6, 13, 1]","

FASHION SALES COORDINATOR  NYC CHILDRENSWEAR W RETAIL LINK/ WAL-MART TO 75K.ALSO  HOME TEXTILES 50K

","
REK GROUP STAFFING -FASHION
 ","[2, 1, 5, 3]",http://jobview.monster.com/FASHION-SALES-COORDINATOR-NYC-CHILDRENSWEAR-W-RETAIL-LINK-WAL-MART-TO-75K-ALSO-HOME-TEXTILES-50K-Job-New-York-NY-US-166310985.aspx,"


New York
        ,NY


 ","[5, 1, 0, 2]","[0, 8, 4, 5]","
                                KIDSWEAR COMPANY WHOLSALE  SEEKS A SALES COORD  TO 80K  WALMART .RETAIL LINK A +, BUT WILL TRAIN FOR LESS $



...............



ALSO  SALES ASST  IN HOME FURNISHINGS   TO 50K



SEND RESUME AS A WORD DOC  TO    




Sincerely, 



 

RICHARD KOSHA......
                            ",Retail,"[7, 1, 10, 6]"
