original_link,city,colleges,addresses,title,company,resumes,link,location,lastnames,firstnames,preview,type,zipcodes
http://jobview.monster.com/Retail-Project-Merchandiser-Part-Time-Job-Fullerton-CA-US-166208129.aspx?mescoid=2700412001001&jobPosition=11,Los Angeles,"[2, 3, 1, 0]","[0, 16, 5, 6]","

Retail Project Merchandiser Part Time

","
Advantage Solutions
 ","[2, 6, 4, 5]",http://jobview.monster.com/Retail-Project-Merchandiser-Part-Time-Job-Fullerton-CA-US-166208129.aspx,"


Fullerton
        ,CA

 ","[2, 5, 6, 1]","[0, 4, 6, 3]","
                                Summary
  
    
      

                  Retail PROJECT Merchandiser PART Time                    

                     

        The foundation of retail is built with strong displays for consumers to easily spot the        brand names and qualit......
                            ",Retail,"[7, 11, 5, 6]"
http://jobview.monster.com/Retail-Store-Manager-Job-Huntington-Park-CA-US-164812996.aspx?mescoid=1101116002005&jobPosition=12,Los Angeles,"[0, 3, 1, 2]","[11, 5, 16, 14]","

Retail Store Manager

","
Truconnect
 ","[3, 0, 7, 1]",http://jobview.monster.com/Retail-Store-Manager-Job-Huntington-Park-CA-US-164812996.aspx,"


Huntington Park
        ,CA


 ","[4, 2, 7, 8]","[7, 0, 2, 8]","
                                Truconnect                                                                                       

                                                                                     

Retail Store Manager  Huntington Park

 

Truconnect, a nation......
                            ",Retail,"[16, 17, 1, 11]"
http://jobview.monster.com/Retail-Account-Manager-Job-Los-Angeles-CA-US-165997668.aspx?mescoid=4100683001001&jobPosition=13,Los Angeles,"[1, 0, 2, 3]","[7, 18, 0, 16]","

Retail Account Manager

","
Michael Page USA
 ","[1, 7, 6, 0]",http://jobview.monster.com/Retail-Account-Manager-Job-Los-Angeles-CA-US-165997668.aspx,"


Los Angeles
        ,CA


 ","[4, 3, 7, 6]","[6, 1, 7, 4]","
                                This is an opportunity to join one of the most exciting, innovative and entrepreneurial young beauty companies in the USA!

The role of Retail Account Manager is responsible for increasing retail and retail.com distribution of the companies brand an......
                            ",Retail,"[17, 9, 8, 4]"
http://jobview.monster.com/Pharmacy-Retail-Clerk-Los-Angeles-CA-Job-Los-Angeles-CA-US-166630705.aspx?mescoid=4100671001001&jobPosition=14,Los Angeles,"[3, 1, 0, 2]","[14, 0, 8, 11]","

Pharmacy Retail Clerk - Los Angeles, CA

","
UnitedHealth Group
  ","[5, 3, 2, 0]",http://jobview.monster.com/Pharmacy-Retail-Clerk-Los-Angeles-CA-Job-Los-Angeles-CA-US-166630705.aspx,"


Los Angeles
        ,CA

 ","[3, 5, 8, 6]","[1, 6, 8, 5]","
                                Description:

   Position Description: You want more challenge. You want more opportunity. Even more, you want the chance to make an impact the lives of others. We want more people like you. When you join us as a Patient Care Coordinator for UnitedH......
                            ",Retail,"[13, 11, 9, 18]"
http://jobview.monster.com/RETAIL-RESTAURANT-CUSTOMER-SERVICE-EXPERIENCE-WANTED-Job-Lawndale-CA-US-167050727.aspx?mescoid=4300715001001&jobPosition=15,Los Angeles,"[3, 0, 1, 2]","[14, 0, 9, 11]","

RETAIL / RESTAURANT / CUSTOMER SERVICE EXPERIENCE WANTED

","
Pace Promotions, Inc.
 ","[3, 2, 0, 4]",http://jobview.monster.com/RETAIL-RESTAURANT-CUSTOMER-SERVICE-EXPERIENCE-WANTED-Job-Lawndale-CA-US-167050727.aspx,"


Lawndale
        ,CA


 ","[5, 8, 6, 3]","[6, 4, 0, 8]","
                                Customer Service / Restaurant / Bar / Retail Experience Needed 

   
  Tired of giving up your social life from working nights and weekends? 

Do you want to sleep normal hours? 

Tired of working hard and not seeing opportunity? 
 
 
 You have a gi......
                            ",Retail,"[16, 3, 10, 6]"
http://jobview.monster.com/Retail-Project-Manager-in-Torrance-CA-18-months-contract-Job-Torrance-CA-US-166036899.aspx?mescoid=1300093001001&jobPosition=16,Los Angeles,"[3, 1, 2, 0]","[15, 13, 11, 7]","

Retail Project Manager in Torrance, CA - 18 months contract

","
InfoVision
 ","[3, 1, 6, 0]",http://jobview.monster.com/Retail-Project-Manager-in-Torrance-CA-18-months-contract-Job-Torrance-CA-US-166036899.aspx,"


Torrance
        ,CA


 ","[5, 6, 1, 8]","[6, 3, 2, 4]","
                                Hi,

We have an immediate requirement with our direct client in Torrance, CA . if you are looking for a new opportunity please reply to this email with your updated resume.

            

Title:                                     Project Manager - ......
                            ",Retail,"[18, 17, 15, 4]"
http://jobview.monster.com/Retail-Loan-Operations-Associate-Job-Los-Angeles-CA-US-166400252.aspx?mescoid=1300093001001&jobPosition=17,Los Angeles,"[0, 1, 2, 3]","[2, 11, 18, 9]","

Retail Loan Operations Associate

","
Arixa Capital
 ","[3, 2, 1, 4]",http://jobview.monster.com/Retail-Loan-Operations-Associate-Job-Los-Angeles-CA-US-166400252.aspx,"


Los Angeles
        ,CA


 ","[7, 8, 5, 0]","[5, 1, 6, 4]","
                                Description:Arixa Capital is a fast growing real estate direct lending and investment management firm and we are seeking a Loan Operations Associate to help support our growth. Working in a professional office in the Westwood area of Los Angeles, th......
                            ",Retail,"[18, 9, 11, 12]"
http://jobview.monster.com/Retail-%E2%80%93-Sales-Management-Trainee-Job-Burbank-CA-US-162897506.aspx?mescoid=4100671001001&jobPosition=18,Los Angeles,"[1, 3, 0, 2]","[6, 14, 10, 5]","

Retail  Sales Management Trainee

","
Enterprise Rent-A-Car
 ","[3, 2, 5, 4]",http://jobview.monster.com/Retail-%E2%80%93-Sales-Management-Trainee-Job-Burbank-CA-US-162897506.aspx,"


Burbank
        ,CA


 ","[3, 2, 8, 4]","[2, 5, 3, 1]","
                                Sales Management TraineeLooking to use your skills with an industry leader? In the Enterprise Management Training Program, you can use those talents on a daily basis as you interact and do business with customers and business partners alike. Youll ......
                            ",Retail,"[8, 9, 13, 6]"
http://jobview.monster.com/Retail-Grocery-Positions-Job-Los-Angeles-CA-US-166128746.aspx?mescoid=4100671001001&jobPosition=19,Los Angeles,"[3, 0, 2, 1]","[9, 5, 12, 16]","

Retail Grocery Positions

","
Smart & Final
 ","[2, 3, 7, 1]",http://jobview.monster.com/Retail-Grocery-Positions-Job-Los-Angeles-CA-US-166128746.aspx,"


Los Angeles
        ,CA


 ","[7, 0, 3, 5]","[8, 3, 6, 4]","
                                Your  Career Starts Here!

 

NOW  HIRING

 

All  Part-Time Positions Available:

  Cashiers

  Service Clerks

  Bakery Clerks

  Meat Department Clerks

  Deli Clerks

  Freezer Clerks

  Produce Clerks

  Night Load Crew

Open  availabil......
                            ",Retail,"[1, 8, 5, 16]"
http://jobview.monster.com/Retail-Cosmetics-Sales-Beauty-Advisor-Estee-Lauder-Part-Time-Montebello-CA-Macy%E2%80%99s-The-Shops-at-Job-Montebello-CA-US-166981712.aspx?mescoid=4100671001001&jobPosition=20,Los Angeles,"[3, 0, 2, 1]","[13, 7, 18, 8]","

Retail Cosmetics Sales - Beauty Advisor Estee Lauder, Part Time: Montebello, CA, Macys The Shops at

","
Macy's Org.
 ","[3, 6, 1, 2]",http://jobview.monster.com/Retail-Cosmetics-Sales-Beauty-Advisor-Estee-Lauder-Part-Time-Montebello-CA-Macy%E2%80%99s-The-Shops-at-Job-Montebello-CA-US-166981712.aspx,"


Montebello
        ,CA

 ","[7, 5, 4, 3]","[2, 8, 1, 0]","
                                JOB OVERVIEW:  With a role in the Macy's Cosmetics Department, you will have the opportunity to help others look their best every day. You'll make one-on-one connections with customers to learn their sense of beauty and style, develop your artistic ......
                            ",Retail,"[5, 16, 17, 8]"
http://jobview.monster.com/retail-sales-consultant-bilingual-in-spanish-required-san-fernando-valley-area-ca-job-woodland-hills-ca-us-165973750.aspx?jobPosition=21,Los Angeles,"[3, 2, 1, 0]","[12, 4, 7, 17]","

Retail Sales Consultant Bilingual in Spanish Required San Fernando Valley Area CA

","
AT&T
  ","[6, 3, 1, 5]",http://jobview.monster.com/retail-sales-consultant-bilingual-in-spanish-required-san-fernando-valley-area-ca-job-woodland-hills-ca-us-165973750.aspx,"


Woodland Hills
        ,CA

 ","[6, 8, 2, 7]","[6, 7, 8, 5]","
                                There are retail jobs, and there are retail careers. If youre passionate about helping people get the most out of the technology they love, you could be a great fit for our retail team. Our motivated employees work directly with our cutting-edge line of products and services. Were passionate about innovation - and even more passionate about connecting our customers to the future. As a Retail Sal...
                            ",Retail,"[0, 15, 16, 9]"
http://jobview.monster.com/retail-sales-associate-bilingual-spanish-ventura-coast-job-canoga-park-ca-us-166543600.aspx?jobPosition=22,Los Angeles,"[2, 0, 1, 3]","[6, 13, 5, 10]","

*Retail Sales Associate Bilingual, Spanish - Ventura Coast*

","
T-Mobile
 ","[3, 4, 2, 1]",http://jobview.monster.com/retail-sales-associate-bilingual-spanish-ventura-coast-job-canoga-park-ca-us-166543600.aspx,"


Canoga Park
        ,CA


 ","[0, 4, 8, 3]","[3, 6, 7, 0]","
                                As America""s Un-carrier, T-Mobile US, Inc. (NYSE: TMUS) is redefining the way consumers and businesses buy wireless services through leading product and service innovation. The company""s advanced nationwide 4G and 4G LTE network delivers outstanding wireless experiences for customers who are unwilling to compromise on quality and value. Based in Bellevue, Wash., T-Mobile US operates its flagship b...
                            ",Retail,"[2, 5, 7, 17]"
http://jobview.monster.com/retail-project-merchandiser-full-time-rb-job-santa-clarita-ca-us-166878796.aspx?jobPosition=23,Los Angeles,"[3, 0, 2, 1]","[5, 14, 7, 6]","

RETAIL PROJECT MERCHANDISER FULL TIME RB

","
Advantage Solutions
 ","[5, 1, 3, 7]",http://jobview.monster.com/retail-project-merchandiser-full-time-rb-job-santa-clarita-ca-us-166878796.aspx,"


Santa Clarita
        ,CA

 ","[8, 6, 7, 5]","[7, 4, 8, 0]","
                                Summary Retail PROJECT Merchandiser FULL Time RB The foundation of retail is built with strong displays for consumers to easily spot the top brands they love. Help increase sales by applying to our full time Retail Project Merchandiser job. You will have the chance to build and craft retail merchandising displays at our clients retail locations within assigned territories. This position is respon...
                            ",Retail,"[8, 9, 18, 13]"
http://jobview.monster.com/retail-salesperson-job-valencia-ca-us-165647954.aspx?jobPosition=24,Los Angeles,"[0, 2, 3, 1]","[14, 5, 4, 9]","

Retail Salesperson

","
Digiphoto Entertainment Imaging
 ","[4, 2, 1, 7]",http://jobview.monster.com/retail-salesperson-job-valencia-ca-us-165647954.aspx,"


Valencia
        ,CA


 ","[0, 6, 7, 3]","[1, 8, 7, 5]","
                                Immediate Openings Visit us at http://www.digiphotoglobal.com/careers.html Photographer / Sales Associate Job Description As a global leader, Digiphoto Entertainment Imaging (DEI) is a premier souvenir imaging provider within the world of amusements. We combine superior image captures with exceptional guest service and state-of-the art technology. Featuring a complement of over 1500 talented profe...
                            ",Retail,"[6, 15, 12, 8]"
http://jobview.monster.com/retail-salesperson-photographer-at-six-flags-magic-mountain-job-valencia-ca-us-166985535.aspx?jobPosition=25,Los Angeles,"[3, 2, 1, 0]","[11, 13, 6, 4]","

Retail Salesperson/Photographer at Six Flags Magic Mountain

","
Digiphoto Entertainment Imaging
 ","[4, 2, 1, 3]",http://jobview.monster.com/retail-salesperson-photographer-at-six-flags-magic-mountain-job-valencia-ca-us-166985535.aspx,"


Valencia
        ,CA


 ","[4, 1, 8, 5]","[3, 1, 5, 2]","
                                Photographer / Sales Associate Location: Six Flags Magic Mountain IMMEDIATE OPENINGS! Weekday availability preferred As a global leader, Digiphoto Entertainment Imaging (DEI) is a premier souvenir imaging provider within the world of amusements. We combine superior image captures with exceptional guest service and state-of-the art technology. Featuring a complement of over 1500 talented profession...
                            ",Retail,"[9, 10, 17, 5]"
http://jobview.monster.com/AutoCAD-Designer-for-Retail-Showroom-Job-West-Hollywood-CA-US-166916440.aspx?mescoid=1700209001001&jobPosition=1,Los Angeles,"[0, 1, 3, 2]","[7, 11, 13, 8]","

AutoCAD Designer for Retail Showroom

","
Poliform USA, Inc.
 ","[1, 3, 4, 5]",http://jobview.monster.com/AutoCAD-Designer-for-Retail-Showroom-Job-West-Hollywood-CA-US-166916440.aspx,"


West Hollywood
        ,CA

 ","[5, 8, 6, 7]","[7, 0, 4, 2]","
                                Poliform USA, Inc.

Project Designer / Drafter, Full time

 

Poliform is an international, high end, design company specializing in kitchens, closet and day systems and furniture.  We are currently seeking a Project Designer in our West Hollywood s......
                            ",Retail,"[0, 12, 5, 4]"
http://jobview.monster.com/Retail-Tailor-Job-Pasadena-CA-US-166116616.aspx?mescoid=4100671001001&jobPosition=2,Los Angeles,"[3, 1, 0, 2]","[7, 11, 17, 2]","

Retail Tailor

","
Jos. A. Bank Clothiers
 ","[3, 6, 7, 4]",http://jobview.monster.com/Retail-Tailor-Job-Pasadena-CA-US-166116616.aspx,"


Pasadena
        ,CA


 ","[4, 7, 1, 0]","[5, 2, 4, 8]","
                                Jos. A. Bank is an employee centric fine tailored clothing brand with a proud heritage established in 1905. We are looking for Tailor candidates that have general knowledge of alterations on mens clothing or seek to learn a skilled profession, Jos.......
                            ",Retail,"[6, 14, 11, 17]"
http://jobview.monster.com/Sales-Associate-Retail-Job-West-Hollywood-CA-US-165996841.aspx?mescoid=4100671001001&jobPosition=3,Los Angeles,"[3, 1, 2, 0]","[0, 2, 13, 18]","

Sales Associate - Retail

","
Fortoli
 ","[5, 2, 0, 1]",http://jobview.monster.com/Sales-Associate-Retail-Job-West-Hollywood-CA-US-165996841.aspx,"


West Hollywood
        ,CA


 ","[5, 1, 6, 4]","[3, 7, 5, 1]","
                                Compensation: Negotiable 
Employment type: Full-time

Sales Associate at Fortoli Z&L Furniture.

We are selling and desiging high-end furniture, specializing in Italian design. We recently opened in West Hollywood, CA and are looking to expand in th......
                            ",Retail,"[3, 11, 10, 2]"
http://jobview.monster.com/Assistant-Store-Manager-Job-La-Habra-CA-US-166016970.aspx?mescoid=4100665001001&jobPosition=4,Los Angeles,"[0, 2, 3, 1]","[12, 15, 8, 4]","

Assistant Store Manager

","
99 Cents Only Stores
 ","[5, 0, 6, 4]",http://jobview.monster.com/Assistant-Store-Manager-Job-La-Habra-CA-US-166016970.aspx,"


La Habra
        ,CA


 ","[2, 7, 8, 4]","[2, 7, 8, 4]","
                                This is an excellent opportunity for a motivated self-starter with leadership experience in a retail environment to begin building a progressive management career at a dynamic, industry-leading company experiencing tremendous growth in the retail/gr......
                            ",Retail,"[15, 13, 9, 3]"
http://jobview.monster.com/Store-Manager-Job-Compton-CA-US-166074256.aspx?mescoid=1101116002005&jobPosition=5,Los Angeles,"[1, 3, 2, 0]","[1, 11, 13, 2]","

Store Manager

","
National Stores, Inc.
 ","[0, 3, 1, 2]",http://jobview.monster.com/Store-Manager-Job-Compton-CA-US-166074256.aspx,"


Compton
        ,CA


 ","[2, 7, 4, 8]","[3, 0, 4, 1]","
                                WE ARE GROWING . . .

Our mission is to provide incredible values every day in an exciting place to shop and work. We are the destination for quality brand name and private label clothing and shoes for the whole family as well as items for the home.......
                            ",Retail,"[12, 4, 13, 5]"
http://jobview.monster.com/Retail-Sales-Job-Huntington-Park-CA-US-166848344.aspx?mescoid=4100671001001&jobPosition=6,Los Angeles,"[1, 2, 0, 3]","[15, 16, 3, 10]","

Retail Sales

","
Star World Inc
 ","[1, 7, 2, 4]",http://jobview.monster.com/Retail-Sales-Job-Huntington-Park-CA-US-166848344.aspx,"


Huntington Park
        ,CA


 ","[6, 2, 8, 1]","[6, 0, 2, 1]","
                                JOB TITLE: Home Customer Advisor

 

Reports to:

Home Supervisor

FLSA Status:

Hourly

Department:

Home Family

Job Status:

Full Time

Work Schedule:

Open

Travel Required:

No

 

POSITION SUMMARY

 

Home CustomerAdvisor is responsible tocrea......
                            ",Retail,"[4, 7, 5, 12]"
http://jobview.monster.com/Parts-Counter-Sales-Experienced-Job-Sylmar-CA-US-165923639.aspx?mescoid=4100671001001&jobPosition=7,Los Angeles,"[0, 1, 3, 2]","[11, 1, 8, 9]","

Parts Counter Sales - Experienced

","
United Auto and Truck Inc
 ","[0, 2, 1, 6]",http://jobview.monster.com/Parts-Counter-Sales-Experienced-Job-Sylmar-CA-US-165923639.aspx,"


Sylmar
        ,CA


 ","[3, 2, 6, 1]","[2, 3, 5, 0]","
                                Seeking skilled individuals that are passionate regarding their personal career growth and dedicated to raising the customer satisfaction levels of the dealership. This unique environment fosters individual growth and rewards performance with benefi......
                            ",Retail,"[5, 2, 4, 17]"
http://jobview.monster.com/Project-Specialist-retail-packaging-fluent-Mandarin-Industry-CA-Job-Rowland-Heights-CA-US-166234466.aspx?mescoid=1300093001001&jobPosition=8,Los Angeles,"[3, 1, 0, 2]","[13, 9, 8, 6]","

Project Specialist, retail packaging, fluent Mandarin,  Industry, CA

","
Ajilon Professional Staffing
 ","[5, 3, 2, 7]",http://jobview.monster.com/Project-Specialist-retail-packaging-fluent-Mandarin-Industry-CA-Job-Rowland-Heights-CA-US-166234466.aspx,"


Rowland Heights
        ,CA


 ","[5, 4, 7, 0]","[3, 1, 7, 8]","
                                Here we grow again!  Our client is adding to the team and wants to hire a fluent Mandarin Project Coordinator in Industry, CA.  This Project Coordinator would interact with big box clients in the U.S. and the manufacture in China on a daily basis.  ......
                            ",Retail,"[15, 13, 4, 0]"
http://jobview.monster.com/Loan-Assistant-Retail-Loan-Admin-496-Job-El-Monte-CA-US-166341674.aspx?mescoid=4300722001001&jobPosition=9,Los Angeles,"[3, 0, 2, 1]","[1, 5, 10, 3]","

Loan Assistant - Retail Loan Admin - (496)

","
Cathay Bank
 ","[0, 7, 3, 5]",http://jobview.monster.com/Loan-Assistant-Retail-Loan-Admin-496-Job-El-Monte-CA-US-166341674.aspx,"


El Monte
        ,CA

 ","[2, 1, 8, 4]","[8, 4, 7, 6]","
                                Job Type    
Full-time    
    
Location    
El Monte - El Monte, CA 91731 US (Primary)
    
    
Category    
Retail Lending    
    
Essential job duties/responsibilities:    
      

Rank as #12 of Americas 100 Best Banks by Forbes in 2016!     ......
                            ",Retail,"[13, 16, 1, 2]"
http://jobview.monster.com/Assistant-Showroom-Manager-Pasadena-Job-Pasadena-CA-US-166210541.aspx?mescoid=4100665001001&jobPosition=10,Los Angeles,"[3, 2, 1, 0]","[6, 1, 2, 14]","

Assistant Showroom Manager - Pasadena

","
Farrow & Ball
 ","[7, 5, 1, 0]",http://jobview.monster.com/Assistant-Showroom-Manager-Pasadena-Job-Pasadena-CA-US-166210541.aspx,"


Pasadena
        ,CA


 ","[0, 7, 1, 3]","[3, 5, 6, 1]","
                                Assistant Showroom Manager - Pasadena (40 hours per week)


The Assistant Showroom Managers role is to assist the Showroom Manager for the day to day operations of the Showroom, driving footfall and sales volume, ensuring that the Showroom is visua......
                            ",Retail,"[7, 2, 13, 5]"
http://jobview.local-jobs.monster.com/Phone-Counter-Sales-Job-Sun-Valley-CA-US-166852176.aspx?ch=lacomnetwork&mescoid=4100671001001&jobPosition=11,Los Angeles,"[2, 0, 3, 1]","[9, 18, 15, 12]","

Phone Counter Sales

","
Refrigeration Hardware Supply
 ","[4, 7, 0, 5]",http://jobview.local-jobs.monster.com/Phone-Counter-Sales-Job-Sun-Valley-CA-US-166852176.aspx,"


Sun Valley
        ,CA


 ","[0, 2, 6, 5]","[4, 3, 6, 2]","
                                Sales/Cust Svc  We sell parts for refrig equip & are hiring for order desk. Will need to be good w/details. Will train. F/T w/benefits. RHS Corp 9021 Norris Ave. Sun Valley...
                            ",Retail,"[1, 7, 2, 15]"
http://jobview.monster.com/Wine-Spirits-Merchandiser-%E2%80%93-PT-Opening-%E2%80%93-Los-Angeles-Job-Los-Angeles-CA-US-166068468.aspx?mescoid=2700412001001&jobPosition=12,Los Angeles,"[0, 3, 2, 1]","[0, 10, 2, 5]","

Wine & Spirits Merchandiser  PT Opening  Los Angeles

","
E. & J. Gallo Winery
 ","[1, 3, 7, 2]",http://jobview.monster.com/Wine-Spirits-Merchandiser-%E2%80%93-PT-Opening-%E2%80%93-Los-Angeles-Job-Los-Angeles-CA-US-166068468.aspx,"


Los Angeles
        ,CA

 ","[3, 4, 6, 8]","[4, 2, 7, 8]","
                                Gallo has a part time job opportunity for a Wine & Spirits Merchandiser who will help us maintain a positive brand image by building displays and restocking shelves.  The ideal candidate will possess a strong work ethic and pay close attention to de......
                            ",Retail,"[0, 12, 1, 16]"
